Customer_ID,Order_ID,Gender,Customer_DOB,Ordered_Date,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
C007815,ABDA005876,F,22-02-1970,30-07-2019,A,Flight,3,1,104,4,low,9,5211,1
C008442,ABDA005877,M,03-06-1994,30-07-2019,F,Ship,3,1,132,2,medium,2,4129,0
C009244,ABDA005878,M,06-09-1988,30-07-2019,B,Ship,4,5,136,2,medium,4,5923,1
C009506,ABDA005879,F,14-08-1981,30-07-2019,F,Ship,5,3,171,3,low,7,4946,0
C010136,ABDA005880,F,04-04-1971,30-07-2019,F,Flight,4,1,196,3,medium,9,5216,1
C010287,ABDA005881,M,19-02-1992,30-07-2019,A,Flight,6,2,196,2,low,10,5180,1
C000961,ABDA005882,F,05-07-1978,31-07-2019,D,Flight,3,4,210,2,low,35,2741,1
C002770,ABDA005883,M,14-05-1971,31-07-2019,B,Ship,3,3,178,3,high,43,1517,1
C004023,ABDA005884,F,28-05-1983,31-07-2019,A,Ship,5,5,194,4,medium,4,4003,0
C004653,ABDA005885,M,23-06-1970,31-07-2019,A,Road,5,1,238,4,medium,10,4668,0
C005933,ABDA005886,M,23-10-1969,31-07-2019,C,Ship,3,2,170,3,low,9,4069,0
C007099,ABDA005887,M,01-05-1976,31-07-2019,D,Road,5,5,238,8,low,9,5186,0
C007259,ABDA005888,M,17-05-1969,31-07-2019,C,Flight,3,5,252,2,low,2,4888,1
C007288,ABDA005889,M,24-08-1976,31-07-2019,B,Ship,3,5,236,2,low,10,5755,1
C007538,ABDA005890,F,15-04-1985,31-07-2019,F,Flight,3,1,214,2,low,3,5595,1
C010036,ABDA005891,M,28-05-1986,31-07-2019,B,Ship,3,3,219,3,high,5,4321,0
C010843,ABDA005892,F,07-07-1983,31-07-2019,D,Ship,5,5,251,2,medium,5,5178,1
C000294,ABDA005893,M,01-03-1988,01-08-2019,F,Ship,3,2,136,4,low,62,1090,1
C000493,ABDA005894,F,19-01-1965,01-08-2019,D,Ship,3,4,128,3,medium,51,1524,1
C001003,ABDA005895,M,13-11-1986,01-08-2019,D,Ship,3,3,241,5,low,8,2182,1
C001728,ABDA005896,M,16-11-1975,01-08-2019,F,Ship,3,4,203,4,medium,46,3640,1
C002057,ABDA005897,M,22-07-1970,01-08-2019,C,Flight,3,4,196,3,low,47,2447,1
C002972,ABDA005898,M,28-07-1971,01-08-2019,F,Ship,5,3,145,2,medium,6,1965,1
C004863,ABDA005899,F,23-07-1994,01-08-2019,A,Ship,4,3,223,3,low,10,5560,1
C006220,ABDA005900,M,04-03-1981,01-08-2019,B,Ship,6,5,258,4,low,5,1966,1
C007136,ABDA005901,M,06-05-1971,01-08-2019,F,Flight,4,4,153,3,low,5,4624,0
C007449,ABDA005902,M,22-11-1990,01-08-2019,A,Ship,4,5,223,5,medium,4,4704,0
C008664,ABDA005903,F,19-04-1975,01-08-2019,F,Ship,4,1,165,5,medium,1,4170,1
C009239,ABDA005904,M,29-12-1991,01-08-2019,C,Ship,4,3,257,3,medium,1,5717,1
C009895,ABDA005905,M,07-08-1968,01-08-2019,D,Ship,3,1,271,3,medium,1,5486,1
C010414,ABDA005906,M,04-05-1994,01-08-2019,B,Flight,5,1,234,5,medium,2,1030,1
C010838,ABDA005907,M,18-09-1991,01-08-2019,F,Flight,3,4,212,2,low,7,4742,0
C003416,ABDA005908,M,04-05-1986,02-08-2019,F,Road,5,3,234,3,low,10,5673,0
C003611,ABDA005909,M,30-05-1971,02-08-2019,C,Ship,2,2,152,4,low,6,4606,1
C003687,ABDA005910,M,24-07-1971,02-08-2019,A,Road,4,2,197,3,low,4,5800,0
C003777,ABDA005911,M,16-11-1969,02-08-2019,A,Ship,4,4,257,10,medium,4,4710,0
C003885,ABDA005912,M,21-09-1966,02-08-2019,A,Ship,3,4,187,2,medium,4,5139,1
C004213,ABDA005913,M,11-11-1977,02-08-2019,D,Ship,3,5,222,3,low,4,5149,0
C008162,ABDA005914,F,23-03-1979,02-08-2019,F,Ship,3,5,241,3,low,4,4132,0
C009228,ABDA005915,F,21-02-1967,02-08-2019,F,Ship,3,1,132,3,medium,5,5978,0
C009344,ABDA005916,M,17-11-1985,02-08-2019,F,Ship,2,4,224,2,low,8,4754,0
C000564,ABDA005917,M,03-11-1966,03-08-2019,F,Flight,3,3,229,3,low,14,2164,1
C000749,ABDA005918,F,08-02-1966,03-08-2019,C,Ship,3,2,182,3,medium,39,3828,1
C001925,ABDA005919,F,25-01-1985,03-08-2019,C,Flight,3,3,219,2,low,41,3932,1
C002758,ABDA005920,M,03-06-1992,03-08-2019,B,Ship,3,1,231,2,low,44,3688,1
C003482,ABDA005921,M,02-11-1974,03-08-2019,F,Ship,4,3,254,4,low,9,4492,0
C004951,ABDA005922,M,11-10-1991,03-08-2019,D,Ship,3,3,165,4,medium,3,4235,0
C005269,ABDA005923,F,09-10-1987,03-08-2019,D,Ship,7,2,296,4,low,6,1005,1
C007755,ABDA005924,M,28-11-1966,03-08-2019,A,Ship,7,5,285,4,low,6,1591,1
C008292,ABDA005925,M,06-06-1988,03-08-2019,F,Ship,4,2,208,3,low,8,4342,0
C008376,ABDA005926,M,21-12-1972,03-08-2019,F,Ship,5,2,224,2,medium,8,4047,1
C009195,ABDA005927,F,16-03-1967,03-08-2019,A,Flight,4,2,258,5,low,8,1878,0
C009616,ABDA005928,F,18-11-1971,03-08-2019,B,Ship,3,2,198,4,low,3,4172,1
C010421,ABDA005929,M,26-05-1969,03-08-2019,C,Flight,4,1,265,3,medium,3,5177,0
C000691,ABDA005930,M,21-03-1983,04-08-2019,D,Flight,5,4,150,2,low,60,1034,1
C004155,ABDA005931,F,07-05-1975,04-08-2019,A,Ship,5,2,258,2,medium,4,5965,0
C006958,ABDA005932,M,15-11-1994,04-08-2019,B,Ship,5,2,246,3,low,2,4054,1
C008024,ABDA005933,F,23-04-1981,04-08-2019,F,Ship,5,3,245,5,low,2,1937,0
C009207,ABDA005934,M,03-03-1974,04-08-2019,A,Ship,3,2,226,2,low,10,4254,0
C009395,ABDA005935,F,03-09-1978,04-08-2019,C,Ship,3,1,193,10,high,1,4459,0
C009400,ABDA005936,M,29-11-1980,04-08-2019,B,Ship,5,4,226,6,low,1,1327,0
C009623,ABDA005937,M,06-11-1965,04-08-2019,C,Ship,5,2,266,10,high,9,4784,1
C009754,ABDA005938,F,28-12-1979,04-08-2019,B,Ship,3,5,202,2,medium,8,4552,1
C009765,ABDA005939,F,30-09-1966,04-08-2019,A,Ship,3,5,161,2,low,8,5021,0
C010629,ABDA005940,M,09-11-1983,04-08-2019,A,Ship,3,3,228,2,low,5,4470,0
C000521,ABDA005941,F,22-12-1992,05-08-2019,C,Ship,3,1,145,2,low,34,1773,1
C001545,ABDA005942,M,17-12-1974,05-08-2019,A,Ship,3,5,175,2,low,59,1051,1
C002896,ABDA005943,F,16-12-1967,05-08-2019,B,Ship,3,5,152,2,medium,6,1800,1
C005154,ABDA005944,F,20-06-1972,05-08-2019,F,Ship,3,4,162,2,medium,8,4972,0
C005220,ABDA005945,F,30-07-1993,05-08-2019,F,Flight,7,5,310,4,low,5,1975,0
C006283,ABDA005946,F,28-09-1987,05-08-2019,D,Road,6,2,251,4,medium,9,1322,1
C006437,ABDA005947,M,19-02-1991,05-08-2019,C,Flight,2,1,173,2,high,1,4135,1
C008034,ABDA005948,F,15-02-1970,05-08-2019,F,Ship,5,2,248,5,low,3,1046,1
C009196,ABDA005949,M,10-10-1966,05-08-2019,B,Flight,5,1,236,5,low,8,1441,0
C010497,ABDA005950,F,23-04-1967,05-08-2019,A,Ship,4,1,251,2,low,2,4839,1
C010848,ABDA005951,M,20-05-1966,05-08-2019,F,Ship,4,1,169,2,low,2,5702,1
C002589,ABDA005952,M,15-02-1987,06-08-2019,A,Road,3,1,197,2,low,4,3621,1
C003640,ABDA005953,M,27-10-1989,06-08-2019,B,Ship,5,2,259,2,medium,1,4607,0
C004187,ABDA005954,F,08-01-1978,06-08-2019,C,Ship,4,4,133,2,medium,4,4724,0
C004426,ABDA005955,F,12-11-1985,06-08-2019,B,Ship,5,5,188,3,low,7,4485,1
C006682,ABDA005956,M,30-06-1967,06-08-2019,B,Ship,4,4,273,2,medium,6,5676,1
C007718,ABDA005957,M,04-11-1979,06-08-2019,F,Ship,6,5,276,4,low,3,1136,0
C009495,ABDA005958,M,12-03-1965,06-08-2019,A,Ship,4,5,199,4,medium,1,5585,1
C003743,ABDA005959,M,31-05-1981,07-08-2019,C,Ship,4,5,231,3,low,4,5089,1
C004471,ABDA005960,F,28-09-1994,07-08-2019,D,Ship,6,5,213,4,medium,3,5549,0
C005126,ABDA005961,F,16-12-1990,07-08-2019,F,Ship,2,2,206,5,low,7,5203,0
C006268,ABDA005962,F,04-01-1987,07-08-2019,B,Ship,4,5,227,5,low,2,1804,1
C006519,ABDA005963,M,17-05-1992,07-08-2019,A,Ship,4,4,266,3,low,10,5221,0
C006869,ABDA005964,F,05-01-1973,07-08-2019,C,Ship,6,4,261,4,low,5,1794,1
C006961,ABDA005965,M,11-08-1971,07-08-2019,D,Road,3,1,178,4,medium,9,4298,0
C007650,ABDA005966,F,11-04-1983,07-08-2019,F,Road,5,1,265,4,low,2,5416,1
C007922,ABDA005967,F,27-06-1973,07-08-2019,F,Road,4,2,248,2,low,10,5783,0
C009085,ABDA005968,F,06-06-1975,07-08-2019,D,Ship,2,5,204,10,low,1,4709,0
C000867,ABDA005969,F,05-11-1986,08-08-2019,A,Ship,4,1,199,2,low,46,3371,1
C001774,ABDA005970,M,27-11-1972,08-08-2019,B,Road,3,1,229,3,medium,2,3963,1
C004148,ABDA005971,F,14-08-1977,08-08-2019,F,Ship,5,1,235,3,low,7,5061,0
C005304,ABDA005972,M,14-06-1989,08-08-2019,F,Ship,5,1,203,5,medium,2,4845,0
C006432,ABDA005973,M,19-02-1967,08-08-2019,F,Road,3,1,201,6,medium,10,5077,1
C007796,ABDA005974,F,14-10-1965,08-08-2019,F,Road,3,1,160,2,low,10,5642,1
C009372,ABDA005975,M,06-02-1981,08-08-2019,F,Ship,6,2,191,5,low,1,4314,0
C009655,ABDA005976,M,18-08-1974,08-08-2019,D,Ship,6,3,304,4,low,5,1215,1
C010065,ABDA005977,F,07-08-1989,08-08-2019,A,Ship,3,1,258,2,low,4,5262,0
C002322,ABDA005978,F,03-05-1988,09-08-2019,F,Road,5,5,192,3,medium,37,2197,1
C002675,ABDA005979,F,29-09-1988,09-08-2019,C,Ship,4,3,183,2,low,32,3709,1
C005376,ABDA005980,M,27-09-1990,09-08-2019,F,Ship,3,5,271,4,low,3,5831,1
C006807,ABDA005981,M,27-08-1983,09-08-2019,A,Ship,6,5,285,7,medium,9,4112,0
C008827,ABDA005982,F,15-01-1988,09-08-2019,D,Ship,5,3,267,6,low,8,1421,1
C009224,ABDA005983,F,07-11-1983,09-08-2019,F,Ship,4,5,141,2,low,10,5907,1
C000151,ABDA005984,F,02-10-1990,10-08-2019,D,Flight,4,4,220,2,medium,7,2551,1
C000677,ABDA005985,F,11-07-1982,10-08-2019,C,Road,4,5,189,2,low,15,2457,1
C001160,ABDA005986,F,20-01-1991,10-08-2019,F,Ship,3,4,266,2,high,55,2779,1
C003003,ABDA005987,M,04-01-1985,10-08-2019,A,Road,3,1,274,3,low,4,2087,1
C003237,ABDA005988,F,27-11-1979,10-08-2019,A,Ship,2,5,231,2,low,10,4406,1
C004003,ABDA005989,M,04-03-1971,10-08-2019,D,Ship,4,1,202,3,low,4,4029,0
C004290,ABDA005990,F,25-05-1983,10-08-2019,F,Ship,3,3,259,8,high,6,5939,0
C005733,ABDA005991,M,20-04-1974,10-08-2019,A,Road,3,4,247,3,low,10,5749,1
C007024,ABDA005992,F,05-09-1972,10-08-2019,B,Ship,3,3,273,3,medium,6,5269,1
C007947,ABDA005993,M,19-09-1985,10-08-2019,A,Flight,3,5,255,7,medium,8,4091,1
C009915,ABDA005994,F,04-05-1984,10-08-2019,A,Ship,6,2,259,4,low,10,2000,1
C010052,ABDA005995,F,02-06-1979,10-08-2019,F,Ship,6,1,113,2,medium,7,5234,1
C010483,ABDA005996,F,12-01-1969,10-08-2019,D,Ship,5,2,265,5,medium,5,1864,0
C003204,ABDA005997,M,21-12-1987,11-08-2019,F,Ship,4,2,223,3,high,5,4282,0
C003288,ABDA005998,M,25-04-1989,11-08-2019,F,Flight,3,1,135,3,low,9,4511,0
C004727,ABDA005999,F,19-07-1968,11-08-2019,C,Ship,4,2,273,2,low,5,5608,1
C007780,ABDA006000,M,28-10-1987,11-08-2019,B,Ship,3,1,253,3,high,8,5030,1
C010384,ABDA006001,M,24-03-1973,11-08-2019,B,Ship,3,4,257,3,medium,10,4670,1
C001776,ABDA006002,M,30-09-1976,12-08-2019,F,Road,5,5,190,4,medium,12,2947,1
C003018,ABDA006003,M,13-11-1989,12-08-2019,F,Flight,4,1,235,2,high,64,2107,1
C008229,ABDA006004,F,15-04-1969,12-08-2019,A,Flight,3,4,186,2,low,4,4585,0
C010354,ABDA006005,M,18-04-1992,12-08-2019,B,Ship,3,2,196,6,low,6,5414,0
C010417,ABDA006006,F,03-07-1967,12-08-2019,D,Flight,5,2,263,6,low,6,1511,1
C010885,ABDA006007,M,20-12-1967,12-08-2019,D,Ship,4,4,221,3,medium,5,4024,0
C000800,ABDA006008,F,19-01-1967,13-08-2019,F,Road,5,5,249,4,medium,38,2797,1
C001284,ABDA006009,M,13-06-1990,13-08-2019,F,Ship,4,1,267,3,medium,37,2716,1
C004621,ABDA006010,F,26-12-1982,13-08-2019,D,Ship,3,3,169,3,low,9,4317,1
C005079,ABDA006011,M,29-09-1976,13-08-2019,A,Flight,4,3,181,3,medium,10,4541,1
C006842,ABDA006012,M,26-04-1972,13-08-2019,F,Road,3,4,207,2,low,6,5852,1
C008019,ABDA006013,M,23-07-1979,13-08-2019,A,Ship,4,1,226,5,medium,6,1510,1
C009662,ABDA006014,M,24-07-1978,13-08-2019,F,Ship,7,2,300,4,medium,3,1070,1
C000054,ABDA006015,M,23-12-1977,14-08-2019,F,Ship,2,1,170,3,low,41,1128,1
C002431,ABDA006016,F,03-06-1982,14-08-2019,D,Ship,3,5,113,2,low,19,1660,1
C002883,ABDA006017,M,18-04-1991,14-08-2019,A,Flight,3,1,105,3,low,58,1304,1
C003210,ABDA006018,M,11-06-1979,14-08-2019,F,Ship,5,2,173,2,low,7,5836,0
C004146,ABDA006019,M,28-09-1993,14-08-2019,F,Ship,2,5,123,4,medium,8,4042,0
C006126,ABDA006020,M,17-10-1981,14-08-2019,F,Ship,3,2,260,3,low,9,4591,1
C007104,ABDA006021,M,08-01-1989,14-08-2019,F,Road,6,2,139,6,medium,8,1691,1
C008304,ABDA006022,M,09-04-1991,14-08-2019,F,Ship,3,1,274,2,high,2,4352,0
C009971,ABDA006023,M,04-08-1975,14-08-2019,C,Ship,5,5,163,2,high,6,5253,1
C010310,ABDA006024,M,22-02-1981,14-08-2019,F,Ship,6,1,208,5,low,6,4537,0
C000762,ABDA006025,M,20-04-1978,15-08-2019,F,Ship,3,4,218,3,low,22,3818,1
C000982,ABDA006026,M,19-02-1975,15-08-2019,B,Ship,3,5,243,3,medium,4,3189,1
C001805,ABDA006027,M,14-12-1971,15-08-2019,C,Ship,4,1,140,2,low,60,1950,1
C001932,ABDA006028,F,11-10-1982,15-08-2019,F,Flight,4,1,210,2,medium,7,3405,1
C008164,ABDA006029,F,05-04-1978,15-08-2019,B,Ship,5,1,146,3,high,3,4345,1
C008744,ABDA006030,F,23-03-1972,15-08-2019,F,Road,4,4,183,2,low,7,4572,1
C000589,ABDA006031,F,01-04-1989,16-08-2019,D,Ship,3,1,201,6,medium,3,2497,1
C002049,ABDA006032,F,12-06-1978,16-08-2019,A,Road,3,2,185,2,high,49,3864,1
C002478,ABDA006033,M,27-12-1984,16-08-2019,F,Flight,5,2,209,4,medium,15,3330,1
C002540,ABDA006034,F,05-12-1968,16-08-2019,F,Ship,2,5,252,2,low,21,2070,1
C002641,ABDA006035,F,22-04-1970,16-08-2019,D,Ship,4,5,137,2,medium,14,1796,1
C003555,ABDA006036,F,10-07-1970,16-08-2019,A,Road,3,4,182,3,medium,7,5409,1
C003602,ABDA006037,F,21-08-1972,16-08-2019,F,Ship,3,2,143,4,medium,7,4486,0
C004505,ABDA006038,F,02-07-1979,16-08-2019,C,Road,6,2,263,6,low,4,4591,1
C005815,ABDA006039,F,05-11-1975,16-08-2019,D,Ship,5,2,287,3,medium,3,4903,1
C006848,ABDA006040,F,07-09-1974,16-08-2019,F,Flight,4,1,172,3,medium,10,5106,1
C006864,ABDA006041,M,22-02-1986,16-08-2019,F,Flight,6,3,297,4,medium,1,1080,0
C009542,ABDA006042,M,25-11-1987,16-08-2019,F,Ship,3,4,171,3,low,10,4839,0
C010908,ABDA006043,M,10-12-1976,16-08-2019,F,Ship,2,1,125,4,low,1,4097,1
C000190,ABDA006044,F,20-02-1970,17-08-2019,B,Ship,2,4,134,3,low,42,1415,1
C002585,ABDA006045,F,05-07-1967,17-08-2019,C,Road,2,2,285,2,medium,16,2223,1
C003766,ABDA006046,F,03-04-1966,17-08-2019,B,Ship,4,4,247,2,medium,6,5833,1
C004461,ABDA006047,M,21-06-1975,17-08-2019,A,Ship,4,5,214,3,high,6,5646,0
C006532,ABDA006048,M,28-11-1979,17-08-2019,B,Ship,3,3,240,7,medium,3,4385,0
C006728,ABDA006049,M,09-11-1981,17-08-2019,F,Flight,2,3,226,2,medium,2,4566,0
C008218,ABDA006050,F,23-08-1987,17-08-2019,B,Flight,5,3,171,3,medium,7,4994,0
C008424,ABDA006051,F,08-12-1987,17-08-2019,F,Ship,3,5,228,2,medium,3,5208,0
C009911,ABDA006052,M,22-09-1971,17-08-2019,C,Ship,6,4,296,4,low,4,1973,0
C000063,ABDA006053,M,28-02-1992,18-08-2019,A,Ship,5,1,105,6,medium,62,1292,1
C001032,ABDA006054,M,22-05-1973,18-08-2019,F,Ship,6,2,103,4,medium,37,1093,1
C001881,ABDA006055,F,07-10-1994,18-08-2019,A,Ship,3,4,267,3,low,55,2923,1
C003488,ABDA006056,F,01-08-1991,18-08-2019,F,Ship,4,3,249,3,medium,6,5657,1
C004494,ABDA006057,F,21-04-1972,18-08-2019,F,Ship,5,2,219,4,low,7,4787,1
C007554,ABDA006058,F,02-09-1973,18-08-2019,F,Ship,3,3,168,2,low,10,4583,1
C008134,ABDA006059,F,12-02-1986,18-08-2019,B,Ship,5,5,212,5,low,6,4463,0
C008653,ABDA006060,M,13-06-1972,18-08-2019,D,Ship,4,2,235,5,low,8,1021,0
C008803,ABDA006061,M,06-11-1993,18-08-2019,D,Ship,3,3,211,3,medium,3,5379,1
C008915,ABDA006062,M,03-12-1993,18-08-2019,C,Flight,6,3,276,4,low,6,1670,1
C009707,ABDA006063,F,30-06-1969,18-08-2019,C,Road,6,3,310,4,low,2,1189,0
C000281,ABDA006064,M,09-02-1984,19-08-2019,C,Flight,3,1,205,3,medium,39,3062,1
C001705,ABDA006065,F,15-01-1978,19-08-2019,D,Ship,3,3,245,2,medium,16,2577,1
C003524,ABDA006066,M,26-02-1985,19-08-2019,F,Ship,2,3,226,3,low,8,5119,0
C005469,ABDA006067,M,04-11-1965,19-08-2019,A,Road,6,5,301,5,medium,3,1628,0
C006993,ABDA006068,M,17-03-1974,19-08-2019,A,Flight,3,4,198,3,medium,7,4020,0
C009442,ABDA006069,F,14-11-1976,19-08-2019,B,Road,4,1,238,5,medium,3,1913,0
C010909,ABDA006070,M,12-04-1968,19-08-2019,D,Ship,4,1,192,4,high,10,4570,1
C002315,ABDA006071,M,19-04-1979,20-08-2019,C,Road,6,2,134,8,high,42,1054,1
C002957,ABDA006072,M,12-06-1969,20-08-2019,C,Ship,5,5,213,2,high,12,2522,1
C004118,ABDA006073,M,22-05-1991,20-08-2019,F,Flight,4,4,225,3,low,10,4486,0
C006603,ABDA006074,M,12-11-1970,20-08-2019,A,Ship,5,5,246,5,medium,6,1053,0
C007458,ABDA006075,F,16-10-1977,20-08-2019,F,Ship,4,5,226,6,medium,10,1348,1
C008962,ABDA006076,F,14-02-1993,20-08-2019,B,Ship,6,4,257,6,low,7,4265,0
C009075,ABDA006077,M,04-01-1982,20-08-2019,A,Ship,3,5,247,3,medium,10,4286,1
C010021,ABDA006078,F,24-01-1975,20-08-2019,D,Ship,3,3,158,2,low,4,5960,0
C000252,ABDA006079,F,04-07-1973,21-08-2019,F,Road,2,2,145,3,medium,5,6102,1
C001829,ABDA006080,M,29-10-1973,21-08-2019,C,Ship,4,4,259,2,medium,44,2132,1
C003884,ABDA006081,F,05-07-1977,21-08-2019,F,Ship,3,4,238,3,medium,8,5337,1
C003957,ABDA006082,M,17-05-1993,21-08-2019,A,Road,3,1,157,3,medium,1,4391,0
C004431,ABDA006083,M,19-12-1986,21-08-2019,A,Ship,4,1,220,3,medium,4,4314,0
C004479,ABDA006084,F,25-06-1983,21-08-2019,A,Ship,3,2,197,5,medium,9,4291,1
C004978,ABDA006085,M,09-12-1979,21-08-2019,B,Ship,4,2,254,10,high,7,5820,0
C005138,ABDA006086,M,21-08-1968,21-08-2019,F,Ship,3,5,180,2,medium,1,5940,1
C007210,ABDA006087,M,30-11-1971,21-08-2019,B,Ship,6,3,265,5,medium,10,1897,0
C010947,ABDA006088,M,27-06-1982,21-08-2019,A,Road,4,2,252,5,medium,7,1134,1
C000165,ABDA006089,M,19-01-1978,22-08-2019,A,Ship,3,5,141,2,low,52,1692,1
C001493,ABDA006090,M,28-10-1971,22-08-2019,C,Road,5,1,105,5,low,1,1101,1
C002953,ABDA006091,M,09-04-1986,22-08-2019,D,Ship,3,3,162,3,low,3,1693,1
C005253,ABDA006092,F,19-12-1970,22-08-2019,A,Ship,6,5,293,5,low,1,1278,0
C005282,ABDA006093,M,28-08-1981,22-08-2019,F,Ship,5,2,136,2,low,3,1370,0
C007604,ABDA006094,M,25-11-1993,22-08-2019,F,Ship,4,1,240,4,medium,7,4818,1
C008283,ABDA006095,F,14-05-1985,22-08-2019,A,Ship,3,1,155,3,medium,7,5709,0
C009357,ABDA006096,M,24-07-1982,22-08-2019,A,Ship,6,4,287,4,medium,7,1141,1
C009648,ABDA006097,M,24-11-1981,22-08-2019,F,Ship,4,1,272,2,low,2,5022,0
C000776,ABDA006098,F,13-02-1989,23-08-2019,F,Ship,3,1,270,3,medium,61,3582,1
C000987,ABDA006099,M,13-02-1988,23-08-2019,A,Ship,5,4,257,2,low,55,2257,1
C002324,ABDA006100,M,18-08-1965,23-08-2019,F,Road,3,4,164,3,low,5,1408,1
C006143,ABDA006101,F,04-02-1977,23-08-2019,C,Road,4,4,207,3,low,10,4533,0
C006709,ABDA006102,M,02-10-1978,23-08-2019,D,Flight,5,1,271,4,low,3,4610,1
C007085,ABDA006103,F,17-05-1975,23-08-2019,C,Ship,4,1,168,2,medium,1,5698,1
C008896,ABDA006104,M,22-02-1987,23-08-2019,B,Road,6,4,249,4,low,2,1516,0
C010230,ABDA006105,F,22-04-1988,23-08-2019,F,Ship,5,3,284,5,medium,4,5343,1
C002066,ABDA006106,M,20-11-1975,24-08-2019,F,Flight,3,1,265,3,medium,11,2194,1
C002369,ABDA006107,F,13-01-1977,24-08-2019,C,Ship,2,1,180,2,medium,31,1078,1
C003572,ABDA006108,F,08-09-1982,24-08-2019,F,Flight,3,4,217,3,low,5,4077,0
C004519,ABDA006109,F,03-01-1966,24-08-2019,D,Flight,4,4,244,2,medium,7,5543,1
C004988,ABDA006110,M,18-05-1973,24-08-2019,F,Ship,6,4,260,4,medium,1,1726,0
C005114,ABDA006111,F,02-01-1993,24-08-2019,F,Ship,5,4,154,2,low,5,5528,0
C006160,ABDA006112,M,05-10-1981,24-08-2019,B,Road,3,4,153,2,medium,5,4023,1
C007827,ABDA006113,M,18-11-1971,24-08-2019,A,Ship,4,2,136,4,medium,9,5038,0
C007996,ABDA006114,M,19-02-1965,24-08-2019,B,Ship,4,1,201,8,medium,4,4295,0
C008035,ABDA006115,M,24-09-1974,24-08-2019,D,Ship,7,2,289,5,low,1,1178,0
C008619,ABDA006116,F,20-11-1978,24-08-2019,A,Road,2,1,258,5,low,9,1548,1
C009914,ABDA006117,F,23-01-1986,24-08-2019,F,Ship,7,2,277,5,low,7,1260,1
C001366,ABDA006118,M,13-08-1982,25-08-2019,B,Flight,3,1,167,3,low,1,1252,1
C005017,ABDA006119,F,05-03-1990,25-08-2019,D,Ship,2,3,198,2,medium,6,1730,1
C005343,ABDA006120,F,16-06-1989,25-08-2019,A,Flight,4,2,243,2,medium,6,4573,0
C006457,ABDA006121,F,17-08-1994,25-08-2019,D,Ship,3,5,195,3,medium,9,4224,0
C008355,ABDA006122,F,25-09-1992,25-08-2019,A,Flight,6,4,279,4,low,10,1462,1
C010303,ABDA006123,M,07-09-1987,25-08-2019,D,Ship,3,2,161,3,medium,2,4174,1
C000775,ABDA006124,M,01-02-1965,26-08-2019,D,Ship,3,5,110,3,low,55,1875,1
C000996,ABDA006125,M,08-01-1993,26-08-2019,F,Ship,4,2,141,2,medium,52,1012,1
C001043,ABDA006126,F,28-11-1990,26-08-2019,C,Ship,5,1,170,3,medium,60,1883,1
C001063,ABDA006127,M,15-09-1975,26-08-2019,D,Ship,4,2,272,4,low,62,2307,1
C001244,ABDA006128,M,12-03-1965,26-08-2019,F,Flight,6,3,171,5,high,61,1947,1
C001976,ABDA006129,M,08-08-1985,26-08-2019,F,Ship,3,1,187,2,high,56,3774,1
C003120,ABDA006130,F,28-12-1983,26-08-2019,F,Ship,4,2,155,5,low,48,1043,1
C005349,ABDA006131,M,26-06-1989,26-08-2019,A,Flight,4,1,263,4,low,9,4390,0
C007012,ABDA006132,M,21-05-1974,26-08-2019,B,Ship,4,2,198,6,medium,5,4659,0
C007803,ABDA006133,F,07-12-1971,26-08-2019,A,Road,5,3,201,2,low,1,4548,1
C008147,ABDA006134,M,07-08-1974,26-08-2019,C,Ship,2,5,233,3,low,9,4751,1
C009045,ABDA006135,F,07-06-1976,26-08-2019,A,Flight,5,1,172,2,medium,3,4892,0
C009204,ABDA006136,F,24-02-1970,26-08-2019,F,Ship,3,4,225,4,medium,9,5575,0
C009346,ABDA006137,F,01-02-1991,26-08-2019,B,Ship,4,1,157,2,medium,7,4690,1
C001836,ABDA006138,M,21-08-1967,27-08-2019,F,Ship,4,2,234,2,high,27,3393,1
C002648,ABDA006139,M,04-04-1971,27-08-2019,F,Ship,3,1,269,3,low,61,3542,1
C003319,ABDA006140,M,15-03-1969,27-08-2019,D,Ship,3,2,254,2,low,1,4334,0
C003516,ABDA006141,F,09-04-1978,27-08-2019,F,Ship,5,4,178,2,low,4,5307,0
C003720,ABDA006142,M,06-11-1966,27-08-2019,F,Ship,3,1,252,4,high,4,4303,0
C005681,ABDA006143,M,30-12-1972,27-08-2019,C,Ship,3,1,180,2,high,10,4200,0
C007828,ABDA006144,F,20-09-1985,27-08-2019,B,Ship,2,2,173,3,low,10,4736,0
C008768,ABDA006145,F,24-09-1992,27-08-2019,F,Flight,4,4,209,6,low,7,4852,0
C009156,ABDA006146,F,18-12-1989,27-08-2019,F,Road,6,3,276,4,low,5,1637,1
C009985,ABDA006147,F,21-08-1975,27-08-2019,D,Road,6,3,235,3,low,7,4829,1
C010910,ABDA006148,M,22-09-1979,27-08-2019,F,Ship,4,2,229,4,low,8,5385,0
C000611,ABDA006149,M,06-04-1967,28-08-2019,C,Ship,3,4,134,2,medium,43,1198,1
C003136,ABDA006150,M,10-11-1975,28-08-2019,B,Road,6,5,141,3,medium,8,5031,0
C003887,ABDA006151,M,18-09-1973,28-08-2019,C,Ship,5,4,230,3,low,1,4727,0
